flag,ffa_vid,vessel_name,ircs,mmsi,uvi_imo_number,vessel_type,length,tonnage,engine_power,crew
Papua New Guinea,36656.0,GLORY PACIFIC NO.1,P2V5630,553111765.0,9732656.0,Single Purse Seine,70.8,1408.0,2648.0,41.0
Papua New Guinea,36658.0,NUPLA KUMUL,P2V5636,553111771.0,9771951.0,Single Purse Seine,71.79,1350.0,2646.0,40.0
China,36659.0,ZHONG SHUI 617,BZSW,412331099.0,9778569.0,Longline,29.0,157.0,351.0,11.0
China,36660.0,ZHONG SHUI 627,BZSW2,412331101.0,9778571.0,Longline,29.0,157.0,351.0,11.0
China,36661.0,ZHONG SHUI 637,BZSW3,412331102.0,9778593.0,Longline,29.0,157.0,351.0,11.0
China,36662.0,ZHONG SHUI 647,BZSW4,412331103.0,9778595.0,Longline,29.0,157.0,351.0,11.0
China,36663.0,ZHONG SHUI 657,BZSW5,412331104.0,9778600.0,Longline,29.0,157.0,351.0,11.0
China,36664.0,ZHONG SHUI 667,BZSW6,412331105.0,9778612.0,Longline,29.0,157.0,351.0,11.0
China,36666.0,FENG HUI 17,BZ5VW,412420851.0,8668664.0,Longline,45.0,460.0,735.0,25.0
Panama,36667.0,HAI FENG 668,3EIN8,354062e3,8800236.0,Fish Carrier,124.7,4970.0,4436.915,25.0
Marshall Islands,36669.0,EASTERN PRELUDE,V7JX2,538002582.0,9272723.0,Bunker,111.06,5770.0,4200.0,19.0
Republic of Vanuatu,36671.0,TUNA STAR,YJUR2,NA,8909367.0,Longline,57.75,618.0,735.49875,25.0
Republic of Vanuatu,36672.0,TUNA LANE NO.2,YJQB3,576664e3,9715646.0,Longline,23.8,93.18,745.7,14.0
Solomon Islands,36673.0,SOLTAI NO.101,H4PU,55700300.0,NA,Pole and Line,37.65,199.0,662.0,34.0
Solomon Islands,36674.0,SOLTAI 105,H4PT,NA,NA,Pole and Line,37.65,199.0,662.0,34.0
Panama,36675.0,SEIN PRINCESS,3FTJ4,372199e3,8609981.0,Fish Carrier,124.7,4963.0,5148.49125,21.0
China,36676.0,FENG HUI 8,BZU5B,412420849.0,8668652.0,Longline,44.78947368421053,460.0,735.0,24.842105263157894
Taiwan,36677.0,JIH YU NO.868,BL2119,416247900.0,9781542.0,Single Purse Seine,70.59,1484.0,2647.7954999999997,40.0
China,36678.0,XIN SHI JI 111,BZV4N,412420918.0,9781645.0,Single Purse Seine,75.34,1813.0,2648.0,38.0
Republic of Vanuatu,36679.0,BOADA NO.5,YJQB8,576699e3,9004281.0,Longline,55.1,582.0,1043.98,30.0
Taiwan,36680.0,CHIN YOU WEN,BZME,416122800.0,7513953.0,Longline,56.3,718.0,1043.98,30.0
Taiwan,36681.0,JIN CHANG NO.5,BJ5082,416004342.0,NA,Longline,23.92,98.3,700.58515,15.0
China,36682.0,FENG HUI 7,BZ9VV,412420848.0,8668640.0,Longline,47.59,460.0,735.0,22.0
South Korea,36683.0,LAKE NOVA,D7AL,308564e3,9009669.0,Fish Carrier,115.0,5225.0,5001.0,20.0
China,36684.0,HUYU 927,BZV7T,412371206.0,9784738.0,Longline,49.9,560.0,671.0,20.0
China,36685.0,SHEN GANG FA 720,BZXD69,412463406.0,9787209.0,Longline,43.18,302.0,828.0,18.0
China,36686.0,HUYU 928,BZV8T,412371207.0,9784740.0,Longline,49.9,560.0,671.0,20.0
China,36687.0,HUYU 929,BZV9T,412371208.0,9784673.0,Longline,49.9,560.0,671.0,20.0
China,36688.0,LU RONG YUAN YU 868,BCFC8,412331122.0,9787144.0,Single Purse Seine,56.0,720.0,1470.0,23.0
China,36689.0,LU RONG YUAN YU 869,BCFC9,412331123.0,9787156.0,Single Purse Seine,56.0,720.0,1470.0,23.0
Panama,36690.0,HAI GONG YOU 306,3EDS9,370178e3,9150614.0,Bunker,144.08,11375.0,6480.0,19.0
Taiwan,36691.0,JIANN FURE CHYUN NO.1,BK7174,416002109.0,NA,Longline,21.35,43.75,404.9151,9.0
Taiwan,36692.0,HSIEH FENG NO.788,BL2121,416248600.0,9789582.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
Panama,36693.0,AVUNDA REEFER,3EJD5,352351e3,9072824.0,Fish Carrier,134.02,7313.0,6355.0,NA
Republic of Kiribati,36694.0,ANGEL 29,T3SW2,529839e3,NA,Bunker,123.0,5944.0,4471.0,19.0
Panama,36695.0,NESTOS REEFER,3EAJ9,370115e3,9045156.0,Fish Carrier,134.0,7303.0,7056.5591,20.0
Liberia,36696.0,GREEN CONCORDIA,D5IV3,636016998.0,9011038.0,Fish Carrier,119.55,5617.0,5369.04,19.0
Panama,36697.0,DHARA,3EQZ7,NA,8904941.0,Fish Carrier,146.02,6557.0,6935.01,22.0
Panama,36698.0,PONTOS,HONN,374014e3,8908739.0,Fish Carrier,74.05,1610.0,NA,23.0
Panama,36699.0,CRYSTAL REEFER,3FFY5,35424e4,9017276.0,Fish Carrier,150.3,10629.0,8500.98,20.0
China,36700.0,JIN XIANG 8,BZYB8,412201849.0,9794599.0,Longline,37.6,500.0,810.0,18.0
China,36701.0,JINXIANG 9,BZYB9,412201851.0,9794604.0,Longline,37.6,271.0,810.0,18.0
Japan,36702.0,NIKKO MARU NO.111,7JUT,431255e3,9775189.0,Pole and Line,68.75,599.0,1471.0,32.0
Taiwan,36703.0,JIH YU NO.168,BKKN,416004e3,9794745.0,Single Purse Seine,70.59,1484.0,2647.7954999999997,40.0
Solomon Islands,36704.0,SOUTHERN SEAS NO.301,H4SR,557005500.0,9764415.0,Single Purse Seine,70.8,1408.0,2647.0,35.0
Marshall Islands,36705.0,B. PACIFIC,V7O15,NA,9697296.0,Bunker,101.39,5689.0,3e3,18.0
Taiwan,36706.0,JING MAN NO.168,BJ4617,416226600.0,NA,Longline,27.0,79.2,447.42,15.0
Taiwan,36707.0,JING MAN NO.666,BJ4947,416198800.0,NA,Longline,27.2,79.88,691.0,15.0
Solomon Islands,36708.0,SOUTHERN SEAS NO.302,H4ST,557006600.0,9754427.0,Single Purse Seine,70.8,1408.0,2647.0,35.0
Solomon Islands,36709.0,SOUTHERN SEAS NO.303,H4SU,557005700.0,9764439.0,Single Purse Seine,70.8,1408.0,2647.0,35.0
Marshall Islands,36710.0,ANGEL 38,V7MZ7,538002930.0,9175743.0,Bunker,125.0,5994.0,3883.0,18.0
South Korea,36711.0,TERAAKA,6KAK,NA,9743423.0,Single Purse Seine,79.6,1013.0,3684.5037,30.0
South Korea,36712.0,GREEN CAPE,DSMA5,441949e3,8800224.0,Fish Carrier,124.7,4970.0,4635.0,20.0
South Korea,36713.0,HANARA,6KAP,440357e3,9743435.0,Single Purse Seine,79.6,1013.0,3684.5037,NA
Philippines,36714.0,DOLORES 865,DUGC,548924e3,9798052.0,Single Purse Seine,71.79,1100.0,2654.55999999999,37.0
China,36715.0,YONG FA YUN 10,BZW5B,412439619.0,9787716.0,Fish Carrier,120.8,5790.0,2813.0,NA
Federated States of Micronesia,36716.0,QUEEN ISABELLA 88,V6PQI88,NA,9803479.0,Single Purse Seine,70.59,1562.0,2647.7954999999997,40.0
Taiwan,36717.0,CHIN YUAN WEN,BI2393,41671e4,8661197.0,Longline,56.3,718.0,1043.98,30.0
Japan,36718.0,GOUTA MARU,7JUZ,431263e3,9746827.0,Fish Carrier,104.29,4865.0,2235.6086,48.0
China,36719.0,ZHONG YANG 12,BZW8A,412463901.0,9804344.0,Longline,NA,471.0,960.0,18.0
China,36720.0,ZHONG YANG 13,BZW9A,412463905.0,9804356.0,Longline,NA,471.0,960.0,18.0
China,36721.0,ZHONG YANG 22,BZW1B,412463904.0,9804368.0,Longline,NA,471.0,715.8720000000001,18.0
China,36722.0,ZHONG YANG 23,BZW2B,412463903.0,9804370.0,Longline,44.19,471.0,950.0,18.0
China,36723.0,FENG HUI 6,BZ8VV,412420847.0,8668638.0,Longline,45.0,460.0,735.0,25.0
Taiwan,36724.0,HSIEH FENG NO.789,BL2120,416248700.0,9804265.0,Single Purse Seine,71.79,1428.0,2647.7954999999997,40.0
China,36725.0,FENG HUI 18,BZ6VW,412420852.0,8668676.0,Longline,45.0,460.0,735.0,25.0
China,36726.0,HONG YANG 1,BZU3B,412410874.0,8672249.0,Longline,44.0,460.0,548.0895,18.0
China,36727.0,HONG YANG 11,BZU4B,41240871.0,8672251.0,Longline,44.0,460.0,735.0,18.0
China,36728.0,XIN SHI JI 216,BZ3VY,412420862.0,8672237.0,Longline,47.6,462.0,735.0,30.0
South Korea,36729.0,LOI DREAM,D8CC,441958e3,9102801.0,Bunker,90.03,3080.0,2028.0,18.0
Philippines,36730.0,DOLORES 869,DUHQ,548927e3,9798064.0,Single Purse Seine,71.79,1100.0,2684.55999999999,37.0
South Korea,36731.0,KEOJE KIRIN,D7KK,440888e3,9066239.0,Bunker,98.0,3058.0,2942.0,14.0
Taiwan,36732.0,HE MING SING,BJ3913,416003627.0,NA,Longline,22.35,57.77,335.565,12.0
China,36733.0,XIN SHI JI 207,BZV7M,412420911.0,9775866.0,Longline,45.0,461.0,735.0,20.0
China,36734.0,XIN SHI JI 208,BZV8M,412420913.0,9775878.0,Longline,45.0,461.0,735.0,20.0
China,36735.0,XIN SHI JI 209,BZV9M,412420914.0,9775880.0,Longline,45.0,461.0,735.0,20.0
China,36736.0,XIN SHI JI 210,BZV1N,412420915.0,9775892.0,Longline,45.0,461.0,548.0895,20.0
China,36737.0,YONG FA YUN 12,BZW6B,412439759.0,9797527.0,Fish Carrier,120.8,5790.0,3309.0,NA
South Korea,36738.0,SEIN FRONTIER,D7AX,441723e3,9051789.0,Fish Carrier,126.0,NA,4883.7117,21.0
China,36739.0,JIN HUI 58,BZW2A,412371222.0,9808687.0,Single Purse Seine,75.94,1782.0,2648.0,40.0
South Korea,36740.0,NO.313 DAE HWA,6KAD,773111112.0,9031868.0,Longline,56.04,392.0,745.7,25.0
Panama,36741.0,RUI SHENG,3FOH6,351537e3,8688755.0,Fish Carrier,91.5,2997.0,2982.8,24.0
Panama,36742.0,ROYAL MEREDITH,3FWX7,374644e3,8907266.0,Bunker,112.0,4995.0,3605.0,NA
Marshall Islands,36743.0,OCEAN CRYSTAL,V7KF7,538006154.0,9116905.0,Bunker,180.0,29083.0,5570.379,NA
Papua New Guinea,36744.0,FV SOKEI,P2V5669,NA,9793117.0,Single Purse Seine,23.99,150.07,596.5600000000001,19.0
Papua New Guinea,36745.0,FV GS MARINE 1,P2V5670,NA,9793179.0,Fish Carrier,40.14,180.06,559.275,7.0
Papua New Guinea,36746.0,FV GS MARINE 2,P2V5671,NA,9793181.0,Fish Carrier,40.14,180.06,559.275,7.0
South Korea,36747.0,NEW GLORY,DSRC5,44008e4,9179945.0,Bunker,107.8,3862.0,3087.0,16.0
United States of America,36749.0,TRACEY C,WDA6354,369059e3,8976994.0,Longline,96.7,170.0,298.28000000000003,7.0
Japan,36750.0,FUKUKYU MARU NO.32,JHWF,431882e3,8803989.0,Longline,56.08,409.0,735.0,23.0
China,36751.0,KAICHUANG 101,BZW3A,412371219.0,9810604.0,Fish Carrier,115.0,4400.0,4500.0,35.0
China,36752.0,KAICHUANG 102,BZW4A,412371221.0,9810616.0,Fish Carrier,115.0,4400.0,4500.0,35.0
China,36753.0,HUA NAN YU 761,BZW3C,412465676.0,9814323.0,Longline,30.42,149.0,407.0,10.0
China,36754.0,HUA NAN YU 762,BZW4C,41246507.0,9814442.0,Longline,30.42,149.0,NA,10.0
China,36755.0,HUA NAN YU 766,BZW5C,412465077.0,9814454.0,Longline,30.42,149.0,407.0,10.0
China,36756.0,HUA NAN YU 767,BZW6C,412465078.0,9814466.0,Longline,30.42,149.0,407.0,10.0
China,36757.0,HUA NAN YU 768,BZW9C,41246733.0,9814478.0,Longline,30.42,149.0,407.0,10.0
China,36758.0,HUA NAN YU 769,BZW1D,412467334.0,9814480.0,Longline,30.42,149.0,407.0,10.0
United States of America,36759.0,MIDDLEPOINT,WDA6356,NA,8855047.0,Longline,88.8,131.0,298.28000000000003,7.0
Philippines,36760.0,DOLORES 870,DUID,548938e3,9810630.0,Single Purse Seine,71.79,1100.0,2665.17999999999,37.0
China,36762.0,XIN SHI JI 215,BZ2VY,412420891.0,9727481.0,Longline,45.0,462.0,735.0,20.0
Panama,36763.0,SHIN HANG,3FRT,351763e3,8214839.0,Fish Carrier,143.54,8739.0,6711.3,30.0
